6214.5,2227.58,0.35844,67.2363,840357.4715,91.3873,3059.99,40,39.8313,3.811
7002.41,2543.18,0.36318,69.4916,938669.1933,114.026,3136.47,59,38.4532,15.322
13691.5,3157.87,0.23064,142.018,1921468.5149,156.102,4616.96,45,29.9217,2.972
15827.9,5979.55,0.37778,179.795,2166228.0374,263.925,5644.86,194,27.321,2.96
4847.79,1854.47,0.38253,48.1041,676698.8527,73.0699,2135.47,30,41.6194,2.844
4060.17,1187.48,0.29247,40.6307,551841.9211,58.1804,1409.25,11,45.238,9.78
9514.74,2988.56,0.31409,82.5686,1358894.5869,137.706,4224.27,72,33.9955,4.606
7560.4,2514.52,0.33259,63.8161,1000946.3446,115.702,3364.7,35,38.8732,4.595
7122.48,3039.94,0.4268,65.2612,1039388.1818,103.982,3536.73,31,36.2923,12.114
7800.57,1955.89,0.25073,50.2235,1077791.1834,98.2572,2986.47,7,42.3773,8.814
14719.5,4211.2,0.28609,182.795,1947839.8882,241.336,5031.99,180,26.9754,2.643
4090.79,798.04,0.19508,34.8888,577472.4228,38.9974,1788.33,12,44.845,3.737
8562.68,2771.15,0.32363,40.9446,1190059.926,104.429,3365.78,64,37.0123,13.816
5201.61,1153.24,0.2217,45.8843,730708.5615,63.1043,2695.5,13,41.8867,3.591
7329.48,2197.82,0.29986,77.145,985962.3139,105.304,3449.93,80,36.3705,3.269
5484.83,1055.81,0.19249,51.9258,784517.7618,69.9079,2859.97,57,40.2762,1.346
5236.12,1603.15,0.30617,41.2904,728125.8094,63.2774,2699.23,37,40.175,9.16
8098.5,2298.66,0.28383,98.3864,1143959.5354,108.538,3532.78,92,36.8797,1.821
14180.7,4845.39,0.34168,153.87,2024950.293,216.741,5591.76,80,25.3825,2.584
5599.04,1287.61,0.22996,65.4714,774416.7938,78.7685,2793.78,73,39.599,14.0
6071.0,1481.61,0.24404,58.6463,864687.7067,70.9002,2910.93,20,39.0793,4.918
15680.9,5830.15,0.37179,208.423,2211838.4685,259.778,4649.28,74,28.4392,3.698
4597.46,917.22,0.1995,45.1513,626129.6232,63.03,2659.64,14,42.7054,2.036
17768.1,4397.98,0.24752,207.505,2501055.0283,280.606,5677.55,91,23.0587,1.487
9883.22,3521.99,0.35636,70.1097,1413536.7473,131.447,4044.26,37,35.1366,17.505
4997.24,1079.24,0.21596,39.128,681835.1948,59.2447,2496.77,56,39.8301,11.616
8622.31,2773.86,0.3217,64.533,1238451.759,106.946,4815.66,38,35.8589,14.802
11551.4,2100.22,0.18181,150.073,1634203.5127,167.908,4628.02,146,29.8554,1.777
6370.65,3577.01,0.56148,88.0587,805651.6136,142.764,2025.14,107,41.7775,14.72
6745.5,2551.29,0.37822,81.4491,927917.1891,93.8891,3267.44,69,38.708,1.305
12161.7,3491.0,0.28704,165.373,1699623.6957,201.637,4775.82,67,28.6797,3.468
8502.07,3144.19,0.36981,93.9257,1094732.9508,149.496,3978.32,75,33.7834,15.626
9284.97,3418.07,0.36812,71.5295,1266326.6838,129.159,3706.69,5,36.5728,9.08
12314.9,3689.71,0.29961,148.776,1708200.1647,195.797,4410.59,31,28.0768,2.766
21750.1,6329.06,0.29098,292.222,2973592.1935,322.852,6638.2,288,18.566,1.514
3375.34,1315.03,0.38959,25.9502,454954.8388,44.0744,1358.21,1,45.3838,3.901
10055.1,4102.29,0.40798,68.685,1410980.345,141.667,4020.49,65,34.4961,15.518
7985.82,2661.53,0.33328,81.8432,1098422.8994,109.202,3743.91,35,35.3223,14.784
4972.95,969.48,0.19495,43.5706,707637.4488,65.0442,2681.78,20,41.969,2.55
11336.2,4580.03,0.40401,44.6642,1578905.7656,154.539,3957.87,101,34.034,15.554
6173.51,853.74,0.13829,47.932,874847.7567,73.6454,2740.46,2,42.0082,0.611
13246.9,3606.27,0.27223,112.307,1907013.6575,158.344,4732.0,84,26.6424,15.3
15330.7,5373.64,0.35051,215.756,2129805.8323,261.291,5341.17,285,24.5359,1.713
13468.8,3251.19,0.24138,151.663,1908172.6278,175.738,4885.0,32,28.8706,1.784
8129.0,1719.45,0.21152,72.0471,1122162.942,87.9515,3368.41,28,38.0042,11.53
7703.48,1349.29,0.17515,73.0821,1046302.3784,94.9266,3671.5,23,38.8281,6.289
5695.23,1315.46,0.23097,42.4622,785930.5525,84.8204,2810.32,14,41.382,12.796
5210.51,2101.76,0.40336,34.8813,738457.3554,68.7854,2646.69,39,42.7065,1.308
7892.23,2469.53,0.3129,60.1147,1089133.354,101.282,3563.24,27,37.9313,9.395
10483.4,4130.05,0.39396,121.702,1438162.1012,195.91,4529.74,80,31.5755,10.155
8013.62,2285.88,0.28524,61.9717,1139546.0892,86.3416,3065.76,29,38.5537,13.963
14160.1,6499.13,0.45897,96.1229,1991724.7215,218.426,5031.7,84,29.9971,13.754
6835.64,2597.78,0.38003,85.0407,854847.487,157.298,3502.37,56,37.1297,15.024
5731.15,1531.4,0.2672,42.6841,794345.1228,77.3875,2914.63,25,41.2183,12.306
17509.1,5809.93,0.33182,158.759,2405843.0291,277.718,5744.02,142,24.8388,15.725
5011.31,863.88,0.17238,44.1858,684311.699,57.1007,2571.4,10,43.6772,4.587
12317.1,3306.25,0.26842,155.44,1746101.5004,179.535,4786.87,35,28.6421,1.699
14993.4,4358.73,0.2907,176.829,2049155.2761,200.987,5102.47,192,27.3873,2.013
5634.29,2142.44,0.38025,64.9323,735713.3376,94.1579,2716.28,34,40.7467,5.954
6713.32,1673.03,0.24921,61.5624,880209.0767,85.6192,2725.58,34,39.0773,5.456
8560.43,2261.77,0.26421,62.4025,1199709.9901,95.5332,3222.61,42,37.5415,13.777
9568.3,2457.11,0.25679,105.454,1360994.3571,154.633,3826.63,14,34.1529,0.595
12776.2,3667.78,0.28707,159.041,1771098.2951,227.741,4424.52,92,25.0081,1.693
9973.5,2420.06,0.24264,99.9201,1410358.3476,143.397,3955.44,39,33.8623,2.003
10086.1,4114.29,0.40791,85.7165,1404505.9915,145.975,4306.74,118,32.5317,2.823
11910.7,2831.86,0.23775,152.327,1684104.1611,169.413,4692.58,24,29.0818,1.789
8588.63,1862.36,0.21684,63.2444,1239749.2703,85.3433,2638.38,53,39.8715,14.565
