0,0,1,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7
0,1,0,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8
0,0,1,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8
0,1,0,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
1,0,0,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
0,1,0,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8
1,0,0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
0,0,1,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8
0,0,1,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10
1,0,0,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
1,0,0,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
1,0,0,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8
0,0,1,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11
1,0,0,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
1,0,0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7
0,0,1,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
0,0,1,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12
0,0,1,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10
0,1,0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
0,0,1,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
1,0,0,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9
0,1,0,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6
0,1,0,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9
0,0,1,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9
1,0,0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14
0,1,0,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8
0,1,0,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
0,0,1,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
0,0,1,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
0,0,1,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10
1,0,0,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12
0,0,1,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
0,0,1,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10
0,0,1,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7
0,0,1,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
0,1,0,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
1,0,0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
0,1,0,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
0,0,1,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
1,0,0,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8
0,0,1,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15
0,0,1,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12
1,0,0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
0,1,0,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
0,0,1,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15
0,0,1,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7
0,0,1,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10
0,0,1,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
1,0,0,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
0,0,1,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
0,0,1,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
0,0,1,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
1,0,0,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13
1,0,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
0,1,0,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13
0,1,0,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
1,0,0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
1,0,0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
0,1,0,0.56,0.435,0.13,0.777,0.354,0.173,0.222,9
0,0,1,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
1,0,0,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
0,1,0,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7
0,1,0,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
1,0,0,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
0,0,1,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
0,1,0,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5
0,1,0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
0,1,0,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13
1,0,0,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11
0,0,1,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8
1,0,0,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
0,1,0,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8
0,1,0,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8
0,1,0,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6
0,1,0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
1,0,0,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
0,0,1,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
0,1,0,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
1,0,0,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10
0,0,1,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11
1,0,0,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
0,0,1,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
0,0,1,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9
0,0,1,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
1,0,0,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
0,0,1,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
1,0,0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13
0,1,0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5
0,1,0,0.36,0.27,0.095,0.2,0.073,0.056,0.061,8
0,0,1,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11
1,0,0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
1,0,0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
1,0,0,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11
0,0,1,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10
1,0,0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
0,1,0,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5
1,0,0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
0,1,0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16
1,0,0,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
0,0,1,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
0,1,0,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
0,1,0,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8
1,0,0,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10
1,0,0,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8
1,0,0,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
0,0,1,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
0,1,0,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7
1,0,0,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
1,0,0,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11
1,0,0,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
0,1,0,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
0,0,1,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9
1,0,0,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
0,0,1,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11
0,0,1,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15
0,1,0,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8
0,1,0,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7
0,1,0,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7
0,0,1,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14
0,0,1,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10
0,1,0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
1,0,0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8
1,0,0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10
0,1,0,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9
1,0,0,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
0,0,1,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
0,0,1,0.255,0.18,0.065,0.079,0.034,0.014,0.025,5
1,0,0,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10
0,1,0,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8
1,0,0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
1,0,0,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13
0,1,0,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8
0,0,1,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
0,1,0,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9
0,1,0,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
1,0,0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
0,0,1,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
1,0,0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
0,1,0,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8
1,0,0,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7
0,0,1,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
1,0,0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
0,1,0,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7
1,0,0,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11
1,0,0,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9
0,1,0,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
0,1,0,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5
0,1,0,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14
1,0,0,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11
1,0,0,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9
0,1,0,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7
0,0,1,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10
0,1,0,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5
1,0,0,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
0,0,1,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
0,1,0,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6
0,1,0,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
0,1,0,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6
0,0,1,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
0,1,0,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11
0,0,1,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13
0,0,1,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
0,1,0,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8
0,1,0,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10
0,1,0,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7
0,0,1,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15
0,1,0,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8
1,0,0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7
1,0,0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
0,0,1,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
0,1,0,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6
0,0,1,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10
1,0,0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
0,0,1,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
0,1,0,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9
0,1,0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
0,1,0,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17
1,0,0,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8
0,1,0,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,9
1,0,0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
0,0,1,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9
0,0,1,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9
1,0,0,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
1,0,0,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13
0,1,0,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
0,1,0,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9
0,1,0,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6
0,1,0,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10
0,0,1,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9
0,1,0,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
0,1,0,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7
0,1,0,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7
0,0,1,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16
0,0,1,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8
0,0,1,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
0,1,0,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
0,1,0,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
0,0,1,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
1,0,0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
1,0,0,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
0,0,1,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19
1,0,0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5
0,1,0,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
0,1,0,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,5
0,1,0,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7
0,0,1,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
1,0,0,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
0,1,0,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9
1,0,0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
1,0,0,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
0,0,1,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
0,1,0,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8
1,0,0,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
1,0,0,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
0,0,1,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9
0,1,0,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8
0,0,1,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7
1,0,0,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
0,0,1,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9
1,0,0,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12
0,0,1,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10
0,0,1,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
0,0,1,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
1,0,0,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
1,0,0,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
0,1,0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
0,1,0,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7
0,0,1,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10
0,0,1,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
1,0,0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
0,1,0,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
1,0,0,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
1,0,0,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
1,0,0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
0,1,0,0.475,0.375,0.11,0.494,0.211,0.109,0.1545,8
0,0,1,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11
0,0,1,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
0,1,0,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8
0,0,1,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
1,0,0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
1,0,0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17
1,0,0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
0,1,0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
0,1,0,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7
0,1,0,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10
0,0,1,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
0,0,1,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
0,0,1,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10
0,1,0,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
0,1,0,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
1,0,0,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
0,0,1,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11
1,0,0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
0,1,0,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
1,0,0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,15
1,0,0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
0,0,1,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10
1,0,0,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14
0,1,0,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6
0,0,1,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10
0,0,1,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7
1,0,0,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8
0,1,0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7
1,0,0,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10
1,0,0,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
0,1,0,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7
0,0,1,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
0,1,0,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6
0,1,0,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
0,1,0,0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6
0,1,0,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2
1,0,0,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
0,0,1,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
0,1,0,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10
1,0,0,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9
0,0,1,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
0,1,0,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10
0,0,1,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
1,0,0,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7
0,0,1,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
0,0,1,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12
0,1,0,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,11
1,0,0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
0,0,1,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9
0,0,1,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,8
0,0,1,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
0,0,1,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
0,1,0,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,4
0,1,0,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
0,0,1,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,10
0,1,0,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
0,0,1,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,8
1,0,0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
1,0,0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
0,1,0,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7
1,0,0,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11
0,0,1,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
0,0,1,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
0,1,0,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,6
0,0,1,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
0,1,0,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,8
0,0,1,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10
0,1,0,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
1,0,0,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
0,0,1,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
1,0,0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14
0,1,0,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
0,0,1,0.59,0.475,0.155,0.857,0.356,0.174,0.28,13
0,0,1,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
0,1,0,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7
0,0,1,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
0,0,1,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11
0,1,0,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15
1,0,0,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9
0,0,1,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13
0,0,1,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
0,1,0,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6
0,0,1,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11
1,0,0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
0,0,1,0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24
1,0,0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
1,0,0,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6
0,1,0,0.23,0.17,0.05,0.057,0.026,0.013,0.016,5
0,1,0,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
0,0,1,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
0,0,1,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
1,0,0,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,24
1,0,0,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
1,0,0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11
1,0,0,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9
0,0,1,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10
1,0,0,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
1,0,0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
0,0,1,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
1,0,0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10
1,0,0,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
0,0,1,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10
1,0,0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
0,0,1,0.59,0.47,0.15,0.861,0.413,0.164,0.249,8
0,0,1,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
0,1,0,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
0,1,0,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
0,0,1,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
0,0,1,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5
0,0,1,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
1,0,0,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
1,0,0,0.57,0.45,0.15,0.9645,0.531,0.189,0.209,9
0,0,1,0.64,0.495,0.165,1.307,0.678,0.292,0.266,11
0,0,1,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6
0,0,1,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8
0,1,0,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6
0,1,0,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8
0,0,1,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9
0,1,0,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10
0,1,0,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7
0,1,0,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7
1,0,0,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
0,1,0,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6
1,0,0,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9
0,1,0,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8
1,0,0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
0,1,0,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9
1,0,0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6
0,1,0,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
0,0,1,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13
